state_time,accelx,accely,accelz,gyrox,gyroy,gyroz,mot_ang,mot_vel,mot_acc,mot_cur,mot_volt,batt_volt,batt_curr,temperature,status_mn,status_ex,status_re,genvar_0,genvar_1,genvar_2,genvar_3,genvar_4,genvar_5,genvar_6,genvar_7,genvar_8,genvar_9,ank_ang,ank_vel,sys_time,event flags
98319,-284,-468,-8324,-12,-36,39,3987,-2,-2,0,0,185,57,24,144,0,6,0,0,0,0,0,0,-32332,0,0,0,3376,0,2646,0
98329,-280,-438,-8290,-14,-35,39,3987,3,-2,-1,0,186,66,24,144,0,6,0,0,0,0,0,0,-32332,0,0,0,3376,0,98319,0
98339,-270,-466,-8278,-16,-36,40,3988,8,4,-1,0,183,60,24,144,0,6,0,0,0,0,0,0,-32332,0,0,0,3377,0,98319,0
98349,-296,-466,-8278,-16,-46,37,3988,1,2,-2,0,182,73,24,144,0,6,0,0,0,0,0,0,-32332,0,0,0,3377,0,98319,0
98359,-294,-504,-8290,-18,-42,43,3988,-1,-2,1,0,182,63,24,144,0,6,0,0,0,0,0,0,-32332,0,0,0,3376,0,98319,0
98369,-304,-460,-8284,-17,-40,43,3987,3,2,1,0,185,54,24,144,0,6,0,0,0,0,0,0,-32332,0,0,0,3376,0,98319,0
98379,-308,-440,-8292,-11,-38,40,3988,-1,-5,0,0,185,41,24,144,0,6,0,0,0,0,0,0,-32332,0,0,0,3376,0,98319,0
98389,-272,-462,-8298,-13,-41,42,3987,0,-2,1,0,184,61,24,144,0,6,0,0,0,0,0,0,-32332,0,0,0,3376,0,98319,0
98399,-276,-456,-8304,-15,-43,40,3987,3,-4,-3,0,185,71,24,144,0,6,0,0,0,0,0,0,-32332,0,0,0,3377,0,98319,0
98409,-290,-474,-8294,-19,-35,38,3987,-2,2,0,0,186,73,24,144,0,6,0,0,0,0,0,0,-32331,0,0,0,3376,0,98319,0
98419,-278,-496,-8292,-15,-44,41,3987,-5,-2,0,0,185,57,24,144,0,6,0,0,0,0,0,0,-32332,0,0,0,3377,0,98327,0
98429,-278,-468,-8290,-19,-41,42,3988,-2,-2,5,0,186,42,24,144,0,6,0,0,0,0,0,0,-32332,0,0,0,3377,0,98334,0
98439,-282,-452,-8288,-18,-39,43,3988,-4,-4,-2,0,186,59,24,144,0,6,0,0,0,0,0,0,-32332,0,0,0,3377,0,98347,0
98449,-282,-436,-8282,-15,-41,38,3988,-3,3,0,0,185,63,24,144,0,6,0,0,0,0,0,0,-32330,0,0,0,3375,0,98357,0
98459,-276,-462,-8288,-15,-37,38,3987,-5,1,4,0,181,55,24,144,0,6,0,0,0,0,0,0,-32332,0,0,0,3377,0,98364,0
98469,-302,-456,-8288,-15,-40,37,3987,-3,1,4,0,184,60,24,144,0,6,0,0,0,0,0,0,-32332,0,0,0,3376,0,98374,0
98479,-286,-460,-8300,-14,-37,41,3987,-1,-1,-1,0,184,84,24,144,0,6,0,0,0,0,0,0,-32332,0,0,0,3376,0,98385,0
98489,-280,-468,-8278,-14,-41,40,3988,0,-3,0,0,184,81,24,144,0,6,0,0,0,0,0,0,-32331,0,0,0,3376,0,98395,0
98499,-302,-474,-8294,-14,-38,43,3987,-3,-3,1,0,180,62,24,144,0,6,0,0,0,0,0,0,-32330,0,0,0,3376,0,98405,0
98509,-290,-462,-8306,-24,-44,39,3988,7,5,1,0,182,38,24,144,0,6,0,0,0,0,0,0,-32330,0,0,0,3375,0,98418,0
98519,-282,-444,-8282,-16,-42,35,3988,5,-1,2,0,185,35,24,144,0,6,0,0,0,0,0,0,-32331,0,0,0,3376,0,98425,0
98529,-296,-462,-8284,-15,-34,40,3988,-4,0,-2,0,185,59,24,144,0,6,0,0,0,0,0,0,-32332,0,0,0,3375,0,98435,0
98539,-286,-464,-8276,-15,-41,41,3988,-1,3,2,0,183,64,24,144,0,6,0,0,0,0,0,0,-32332,0,0,0,3377,0,98445,0
98549,-292,-468,-8274,-12,-35,42,3987,-3,-2,-1,0,183,52,24,144,0,6,0,0,0,0,0,0,-32332,0,0,0,3375,0,98454,0
98559,-286,-460,-8280,-12,-35,39,3988,4,2,2,0,184,47,24,144,0,6,0,0,0,0,0,0,-32332,0,0,0,3376,0,98465,0
98569,-268,-474,-8298,-16,-35,38,3988,5,-2,1,0,185,54,24,144,0,6,0,0,0,0,0,0,-32331,0,0,0,3376,0,98475,0
98579,-280,-470,-8294,-11,-38,40,3987,-1,-5,-4,0,188,63,24,144,0,6,0,0,0,0,0,0,-32330,0,0,0,3376,0,98485,0
98589,-278,-466,-8304,-17,-39,42,3988,5,0,0,0,188,52,24,144,0,6,0,0,0,0,0,0,-32330,0,0,0,3376,0,98496,0
98599,-268,-472,-8302,-15,-36,40,3987,2,4,0,0,187,18,24,144,0,6,0,0,0,0,0,0,-32330,0,0,0,3376,0,98505,0
98609,-272,-474,-8270,-15,-39,42,3988,3,1,2,0,184,14,24,144,0,6,0,0,0,0,0,0,-32333,0,0,0,3376,0,98514,0
98619,-302,-478,-8292,-11,-39,39,3988,0,0,0,0,182,34,24,144,0,6,0,0,0,0,0,0,-32332,0,0,0,3375,0,98528,0
98629,-300,-454,-8306,-13,-39,39,3987,0,2,0,0,184,48,24,144,0,6,0,0,0,0,0,0,-32332,0,0,0,3376,0,98537,0
98639,-244,-460,-8282,-16,-43,41,3988,-3,-1,0,0,185,55,24,144,0,6,0,0,0,0,0,0,-32333,0,0,0,3377,0,98544,0
98649,-284,-488,-8276,-14,-35,40,3988,-1,-4,0,0,184,70,24,144,0,6,0,0,0,0,0,0,-32332,0,0,0,3376,0,98554,0
98659,-290,-468,-8292,-15,-38,38,3988,-5,1,2,0,181,67,24,144,0,6,0,0,0,0,0,0,-32333,0,0,0,3376,0,98565,0
98669,-300,-466,-8302,-13,-36,38,3988,3,4,3,0,182,57,24,144,0,6,0,0,0,0,0,0,-32332,0,0,0,3375,0,98575,0
98679,-310,-440,-8262,-18,-40,40,3986,-1,-2,-3,0,184,64,24,144,0,6,0,0,0,0,0,0,-32333,0,0,0,3375,0,98586,0
98689,-274,-452,-8280,-14,-44,39,3987,0,-3,1,0,184,73,24,144,0,6,0,0,0,0,0,0,-32331,0,0,0,3375,0,98596,0
