State time, Accel X, Accel Y, Accel Z, Gyro X, Gyro Y, Gyro Z, Encoder angle, Encoder velocity, Encoder acceleration, Motor voltage, Motor current, Battery voltage, Battery current, Ankle angle, Ankle vel, Percent Gait, Heelstrike Armed, Segmentation Trigger, Expected Duration, Current Command, Torque Command, Soft Sensor Time, Hip Soft Sensor, Knee Soft Sensor, MHE Percent Gait, 
 425823,-382,54,8192,-14,17,27,9821,-5,-1,5168,1,184,67,4879,0,-1,0,0,-1,400,56.0,17728.0,81.28,81.5,-1,
 425833,-396,60,8166,-16,15,20,9820,-2,-4,5168,0,179,49,4879,0,-1,0,0,-1,400,56.0,17744.0,81.39,81.73,-1,
 425853,-406,56,8128,-19,13,21,9820,1,-5,5168,0,177,61,4879,0,-1,0,0,-1,400,56.0,17760.0,81.5,81.73,-1,
 425863,-402,82,8208,-14,11,25,9822,-1,4,5168,2,174,82,4879,0,-1,0,0,-1,400,56.0,17778.0,81.5,81.84,-1,
 425883,-412,52,8132,-20,20,23,9822,-5,2,5168,3,177,107,4878,0,-1,0,0,-1,400,56.0,17794.0,81.5,81.73,-1,
 425903,-452,34,8164,-16,13,25,9821,-1,2,5168,4,179,92,4878,0,-1,0,0,-1,400,56.0,17811.0,81.5,81.73,-1,
 425933,-428,64,8178,-15,20,26,9821,1,2,5168,3,186,112,4879,0,-1,0,0,-1,400,56.0,17843.0,81.5,81.73,-1,
 425943,-408,72,8142,-16,16,29,9822,-2,0,5168,6,186,91,4879,0,-1,0,0,-1,400,56.0,17861.0,81.5,81.73,-1,
 425953,-422,66,8182,-20,15,25,9822,2,1,5168,0,188,72,4879,0,-1,0,0,-1,400,56.0,17861.0,81.5,81.73,-1,
 425963,-418,82,8178,-19,16,26,9821,4,1,5168,2,190,88,4879,0,-1,0,0,-1,400,56.0,17877.0,81.5,81.73,-1,
 425983,-420,60,8150,-19,21,22,9821,-4,-3,5168,-1,179,85,4879,0,-1,0,0,-1,400,56.0,17893.0,81.5,81.73,-1,
 425993,-398,74,8160,-17,15,24,9821,-5,-2,5160,4,177,69,4879,0,-1,0,0,-1,400,56.0,17910.0,81.5,81.73,-1,
 426013,-438,44,8166,-14,18,25,9822,-3,1,5168,3,177,52,4879,0,-1,0,0,-1,400,56.0,17927.0,81.5,81.73,-1,
 426033,-416,52,8162,-17,12,22,9823,7,4,5168,6,178,81,4878,0,-1,0,0,-1,400,56.0,17944.0,81.5,81.73,-1,
 426053,-450,48,8164,-17,15,25,9821,3,4,5168,4,182,77,4878,0,-1,0,0,-1,400,56.0,17960.0,81.61,81.73,-1,
 426063,-422,44,8156,-17,11,26,9820,-3,2,5184,2,182,63,4879,0,-1,0,0,-1,400,56.0,17976.0,81.5,81.84,-1,
 426083,-416,44,8162,-13,16,24,9822,0,-6,5168,0,176,33,4879,0,-1,0,0,-1,400,56.0,17993.0,81.61,81.84,-1,
 426103,-418,86,8174,-16,12,28,9821,-7,1,5168,8,186,46,4879,0,-1,0,0,-1,400,56.0,18010.0,81.61,81.84,-1,
 426113,-424,56,8158,-12,14,27,9820,-5,-4,5184,3,186,70,4879,0,-1,0,0,-1,400,56.0,18027.0,81.61,81.84,-1,
 426133,-422,54,8164,-14,12,26,9822,0,2,5160,2,182,108,4879,0,-1,0,0,-1,400,56.0,18043.0,81.61,81.84,-1,
 426153,-398,60,8174,-15,15,26,9822,5,-2,5160,3,184,72,4879,0,-1,0,0,-1,400,56.0,18059.0,81.5,81.84,-1,
 426163,-440,50,8178,-13,17,29,9822,1,-3,5184,0,179,73,4879,0,-1,0,0,-1,400,56.0,18077.0,81.5,81.84,-1,
 426183,-412,46,8176,-15,16,25,9821,-3,-1,5160,2,184,79,4879,0,-1,0,0,-1,400,56.0,18093.0,81.5,81.84,-1,
 426203,-402,40,8174,-17,11,25,9823,-2,-4,5168,2,180,69,4879,0,-1,0,0,-1,400,56.0,18110.0,81.5,81.73,-1,
 426223,-412,96,8182,-10,15,27,9822,2,-1,5160,3,181,68,4879,0,-1,0,0,-1,400,56.0,18160.0,81.61,81.73,-1,
 426253,-406,78,8172,-18,16,30,9821,0,2,5168,0,179,69,4879,0,-1,0,0,-1,400,56.0,18176.0,81.84,81.61,-1,
 426283,-410,68,8160,-14,17,27,9821,-1,0,5160,4,181,28,4879,0,-1,0,0,-1,400,56.0,18192.0,81.84,81.5,-1,
 426293,-394,76,8204,-13,16,24,9822,2,0,5168,3,179,24,4878,0,-1,0,0,-1,400,56.0,18209.0,81.84,81.5,-1,
 426313,-432,46,8184,-13,16,26,9821,-5,0,5168,11,182,46,4878,0,-1,0,0,-1,400,56.0,18226.0,81.84,81.5,-1,
 426323,-452,62,8160,-16,18,27,9821,1,5,5160,4,182,85,4879,0,-1,0,0,-1,400,56.0,18243.0,81.73,81.61,-1,
 426333,-436,70,8172,-19,13,25,9822,1,-1,5160,4,179,76,4878,0,-1,0,0,-1,400,56.0,18259.0,81.73,81.61,-1,
 426343,-414,64,8174,-16,13,27,9820,-9,4,5160,0,177,70,4878,0,-1,0,0,-1,400,56.0,18259.0,81.73,81.61,-1,
 426363,-402,80,8182,-19,17,28,9822,5,2,5168,3,178,70,4878,0,-1,0,0,-1,400,56.0,18275.0,81.73,81.61,-1,
 426383,-416,82,8172,-17,21,25,9822,2,1,5160,3,180,106,4878,0,-1,0,0,-1,400,56.0,18292.0,81.61,81.61,-1,
 426393,-444,68,8182,-18,14,27,9821,-2,3,5168,3,182,93,4878,0,-1,0,0,-1,400,56.0,18309.0,81.61,81.5,-1,
 426413,-408,66,8164,-11,13,30,9821,-3,1,5160,8,184,54,4878,0,-1,0,0,-1,400,56.0,18326.0,81.61,81.61,-1,
 426433,-438,60,8184,-17,13,27,9821,-1,2,5168,6,180,59,4877,0,-1,0,0,-1,400,56.0,18342.0,81.5,81.61,-1,
 426443,-442,56,8174,-14,12,23,9822,-3,-2,5168,2,179,73,4879,0,-1,0,0,-1,400,56.0,18358.0,81.5,81.61,-1,
 426463,-422,80,8152,-12,16,28,9820,-2,1,5168,4,179,28,4878,0,-1,0,0,-1,400,56.0,18376.0,81.61,81.61,-1,
 426473,-408,50,8182,-18,16,25,9821,0,3,5168,5,183,61,4878,0,-1,0,0,-1,400,56.0,18392.0,81.61,81.5,-1,
 426493,-374,56,8156,-13,19,26,9821,-3,-2,5168,2,173,58,4879,0,-1,0,0,-1,400,56.0,18409.0,81.61,81.5,-1,
 426513,-458,46,8180,-17,12,28,9822,-2,-3,5160,1,174,61,4878,0,-1,0,0,-1,400,56.0,18425.0,81.61,81.5,-1,
 426523,-452,62,8158,-15,16,28,9822,1,-1,5160,5,171,62,4879,0,-1,0,0,-1,400,56.0,18441.0,81.5,81.5,-1,
 426553,-404,76,8148,-20,15,27,9821,-1,1,5168,4,179,40,4878,0,-1,0,0,-1,400,56.0,18459.0,81.5,81.5,-1,
 426563,-404,68,8174,-16,16,26,9821,-2,-2,5160,5,177,29,4878,0,-1,0,0,-1,400,56.0,18475.0,81.5,81.5,-1,
 426583,-442,68,8172,-13,16,27,9821,-5,0,5168,3,175,30,4878,0,-1,0,0,-1,400,56.0,18491.0,81.61,81.5,-1,
 426593,-418,84,8154,-21,17,22,9820,-3,4,5160,2,180,21,4878,0,-1,0,0,-1,400,56.0,18508.0,81.61,81.39,-1,
 426613,-410,32,8156,-18,10,28,9822,-3,-1,5160,2,185,57,4878,0,-1,0,0,-1,400,56.0,18524.0,81.61,81.5,-1,
 426633,-418,44,8150,-19,14,24,9823,3,2,5168,5,184,39,4879,0,-1,0,0,-1,400,56.0,18542.0,81.61,81.39,-1,
 426643,-424,76,8164,-16,12,26,9822,-1,2,5168,3,184,31,4879,0,-1,0,0,-1,400,56.0,18558.0,81.61,81.5,-1,
 426663,-430,80,8162,-17,20,23,9820,-3,-2,5168,4,177,36,4879,0,-1,0,0,-1,400,56.0,18574.0,81.73,81.5,-1,
 426683,-376,72,8168,-21,17,23,9822,-1,-1,5168,1,173,37,4879,0,-1,0,0,-1,400,56.0,18591.0,81.73,81.5,-1,
 426703,-426,60,8166,-16,18,26,9821,0,0,5168,5,183,65,4878,0,-1,0,0,-1,400,56.0,18608.0,81.84,81.5,-1,
 426713,-408,50,8166,-15,18,22,9822,8,1,5176,0,182,50,4878,0,-1,0,0,-1,400,56.0,18625.0,81.84,81.39,-1,
 426733,-416,16,8190,-15,14,24,9822,-2,1,5168,6,179,61,4878,0,-1,0,0,-1,400,56.0,18641.0,81.84,81.5,-1,
 426753,-452,42,8164,-17,18,25,9822,0,0,5168,4,176,22,4879,0,-1,0,0,-1,400,56.0,18657.0,81.84,81.5,-1,
 426773,-416,68,8150,-18,17,29,9822,1,0,5160,3,179,20,4877,0,-1,0,0,-1,400,56.0,18691.0,81.84,81.5,-1,
 426803,-404,60,8156,-16,17,28,9823,6,4,5176,5,178,26,4879,0,-1,0,0,-1,400,56.0,18708.0,81.84,81.5,-1,
 426813,-386,44,8150,-19,18,25,9821,0,2,5160,4,181,9,4878,0,-1,0,0,-1,400,56.0,18724.0,81.84,81.5,-1,
 426833,-424,60,8150,-17,16,27,9822,-4,-1,5168,-2,181,53,4879,0,-1,0,0,-1,400,56.0,18740.0,81.84,81.5,-1,
 426843,-418,60,8144,-17,16,25,9821,-1,1,5176,1,179,64,4878,0,-1,0,0,-1,400,56.0,18774.0,81.84,81.5,-1,
 426863,-434,70,8166,-14,12,27,9821,-5,1,5176,0,178,67,4878,0,-1,0,0,-1,400,56.0,18807.0,81.84,81.61,-1,
 426903,-384,68,8146,-14,17,25,9823,4,5,5176,2,181,52,4878,0,-1,0,0,-1,400,56.0,18824.0,81.84,81.5,-1,
 426913,-400,76,8164,-20,18,28,9820,-4,-1,5168,1,182,62,4879,0,-1,0,0,-1,400,56.0,18841.0,81.84,81.5,-1,
 426933,-408,42,8178,-18,11,24,9821,-3,-1,5168,7,176,69,4878,0,-1,0,0,-1,400,56.0,18857.0,81.84,81.61,-1,
 426963,-438,58,8140,-15,16,27,9822,4,2,5160,0,187,100,4878,0,-1,0,0,-1,400,56.0,18873.0,81.84,81.5,-1,
 426983,-404,52,8170,-17,15,24,9821,-3,3,5160,0,183,102,4879,0,-1,0,0,-1,400,56.0,18890.0,81.95,81.5,-1,
 426993,-444,58,8184,-17,16,29,9821,-2,2,5176,1,181,110,4879,0,-1,0,0,-1,400,56.0,18907.0,81.95,81.5,-1,
 427003,-430,56,8182,-16,16,24,9821,3,0,5168,7,181,114,4877,0,-1,0,0,-1,400,56.0,18924.0,81.95,81.61,-1,
 427013,-402,74,8142,-13,15,26,9821,-2,2,5168,2,181,88,4878,0,-1,0,0,-1,400,56.0,18940.0,81.95,81.61,-1,
 427043,-418,40,8152,-13,13,27,9822,1,-1,5176,10,177,61,4879,0,-1,0,0,-1,400,56.0,18956.0,81.95,81.61,-1,
 427063,-468,54,8166,-13,11,27,9820,-5,-4,5168,-2,177,63,4878,0,-1,0,0,-1,400,56.0,18974.0,81.95,81.61,-1,
 427073,-446,54,8148,-17,15,27,9822,1,-1,5168,3,182,72,4879,0,-1,0,0,-1,400,56.0,18990.0,81.95,81.73,-1,
 427083,-432,52,8166,-19,19,28,9821,0,-1,5168,3,185,66,4879,0,-1,0,0,-1,400,56.0,19007.0,81.95,81.73,-1,
 427113,-386,80,8138,-14,16,26,9823,0,2,5176,9,179,50,4878,0,-1,0,0,-1,400,56.0,19023.0,81.95,81.73,-1,
 427123,-402,62,8174,-20,16,28,9821,-4,-2,5168,3,179,30,4878,0,-1,0,0,-1,400,56.0,19039.0,81.95,81.73,-1,
 427143,-416,56,8174,-18,16,29,9822,-3,-3,5176,0,177,59,4879,0,-1,0,0,-1,400,56.0,19057.0,81.95,81.73,-1,
 427163,-424,86,8174,-12,19,27,9822,3,1,5168,2,185,87,4877,0,-1,0,0,-1,400,56.0,19073.0,82.06,81.73,-1,
 427183,-454,48,8182,-16,20,29,9822,1,4,5168,0,175,59,4879,0,-1,0,0,-1,400,56.0,19089.0,82.06,81.73,-1,
 427193,-450,48,8164,-15,13,23,9821,-6,1,5168,1,176,42,4878,0,-1,0,0,-1,400,56.0,19106.0,82.06,81.73,-1,
 427213,-420,68,8172,-16,17,26,9822,1,4,5168,1,186,61,4879,0,-1,0,0,-1,400,56.0,19123.0,82.06,81.73,-1,
 427233,-374,76,8160,-13,16,27,9821,0,-1,5160,-2,181,64,4878,0,-1,0,0,-1,400,56.0,19140.0,82.06,81.73,-1,
 427243,-378,82,8162,-14,19,24,9822,8,-1,5168,4,179,56,4878,0,-1,0,0,-1,400,56.0,19156.0,82.06,81.61,-1,
 427263,-386,104,8184,-15,15,28,9821,-5,-3,5160,0,176,38,4878,0,-1,0,0,-1,400,56.0,19172.0,81.95,81.61,-1,
 427273,-462,46,8230,-14,16,30,9821,-2,2,5176,5,175,48,4878,0,-1,0,0,-1,400,56.0,19189.0,81.95,81.61,-1,
 427283,-446,44,8140,-13,15,26,9822,1,1,5168,3,176,38,4879,0,-1,0,0,-1,400,56.0,19206.0,81.95,81.73,-1,
 427313,-370,60,8146,-18,19,27,9822,3,3,5168,1,172,62,4878,0,-1,0,0,-1,400,56.0,19223.0,81.95,81.73,-1,
 427333,-396,44,8180,-13,19,23,9821,-2,5,5160,0,178,71,4878,0,-1,0,0,-1,400,56.0,19239.0,81.95,81.73,-1,
 427343,-406,60,8126,-17,14,26,9821,-5,1,5168,-1,182,77,4878,0,-1,0,0,-1,400,56.0,19255.0,81.95,81.73,-1,
 427363,-426,56,8210,-14,14,26,9822,4,3,5168,3,175,71,4878,0,-1,0,0,-1,400,56.0,19273.0,81.95,81.73,-1,
 427383,-420,36,8156,-16,17,34,9821,-5,1,5160,5,177,81,4877,0,-1,0,0,-1,400,56.0,19289.0,81.84,81.61,-1,
 427393,-408,70,8190,-17,17,24,9822,0,0,5168,3,178,68,4878,0,-1,0,0,-1,400,56.0,19306.0,81.84,81.61,-1,
 427413,-386,54,8168,-18,24,24,9822,1,-1,5168,6,186,93,4878,0,-1,0,0,-1,400,56.0,19322.0,81.84,81.61,-1,
 427423,-400,48,8168,-17,19,26,9822,-5,1,5176,0,181,81,4878,0,-1,0,0,-1,400,56.0,19338.0,81.84,81.61,-1,
 427443,-506,46,8156,-14,12,29,9823,5,-1,5168,-2,176,74,4878,0,-1,0,0,-1,400,56.0,19356.0,81.95,81.73,-1,
 427463,-412,70,8166,-18,11,23,9821,-3,6,5160,0,178,55,4879,0,-1,0,0,-1,400,56.0,19372.0,81.84,81.73,-1,
 427473,-372,60,8150,-15,10,23,9821,-4,0,5176,3,181,94,4878,0,-1,0,0,-1,400,56.0,19389.0,81.95,81.73,-1,
 427483,-364,56,8140,-15,17,21,9822,0,3,5160,0,175,74,4878,0,-1,0,0,-1,400,56.0,19405.0,81.84,81.73,-1,
 427493,-396,72,8180,-17,16,25,9822,0,-2,5168,2,176,75,4878,0,-1,0,0,-1,400,56.0,19422.0,81.95,81.73,-1,
 427533,-418,58,8194,-15,22,24,9822,0,-2,5160,3,177,84,4878,0,-1,0,0,-1,400,56.0,19439.0,81.95,81.73,-1,
 427543,-452,52,8160,-18,13,26,9821,0,0,5176,0,175,73,4878,0,-1,0,0,-1,400,56.0,19455.0,81.84,81.73,-1,
 427563,-408,60,8166,-14,17,26,9822,2,1,5168,3,173,41,4878,0,-1,0,0,-1,400,56.0,19471.0,81.95,81.61,-1,
 427583,-432,80,8152,-16,17,27,9820,-4,2,5160,5,177,63,4879,0,-1,0,0,-1,400,56.0,19488.0,81.95,81.61,-1,
 427593,-430,30,8172,-17,19,24,9822,3,-2,5168,2,185,79,4878,0,-1,0,0,-1,400,56.0,19505.0,81.95,81.61,-1,
 427613,-386,68,8160,-15,21,26,9821,-2,0,5176,1,176,77,4878,0,-1,0,0,-1,400,56.0,19522.0,81.95,81.61,-1,
 427633,-386,46,8166,-17,18,28,9821,1,0,5168,5,183,84,4878,0,-1,0,0,-1,400,56.0,19538.0,82.06,81.61,-1,
 427643,-410,48,8172,-13,16,26,9821,-8,0,5168,2,184,81,4878,0,-1,0,0,-1,400,56.0,19554.0,82.06,81.61,-1,
 427653,-546,2,8330,-17,13,27,9822,-1,4,5176,0,178,74,4878,0,-1,0,0,-1,400,56.0,19572.0,82.06,81.73,-1,
 427683,-450,64,8158,-21,12,27,9822,11,0,5168,3,180,60,4879,0,-1,0,0,-1,400,56.0,19588.0,82.06,81.73,-1,
 427693,-448,60,8134,-16,10,26,9822,-1,6,5160,5,182,91,4878,0,-1,0,0,-1,400,56.0,19605.0,82.06,81.84,-1,
 427713,-440,62,8182,-14,8,25,9822,1,3,5160,3,185,104,4878,0,-1,0,0,-1,400,56.0,19621.0,82.06,81.84,-1,
 427723,-444,34,8196,-21,16,28,9822,-1,2,5168,0,185,75,4878,0,-1,0,0,-1,400,56.0,19637.0,81.95,81.84,-1,
 427733,-448,52,8182,-17,10,24,9821,-5,-3,5168,4,186,87,4878,0,-1,0,0,-1,400,56.0,19655.0,81.84,81.84,-1,
 427763,-430,52,8142,-19,10,25,9822,5,0,5168,0,186,90,4878,0,-1,0,0,-1,400,56.0,19671.0,81.84,81.84,-1,
 427773,-394,60,8128,-16,14,19,9821,2,-3,5168,4,183,76,4879,0,-1,0,0,-1,400,56.0,19688.0,81.73,81.84,-1,
 427793,-424,84,8150,-15,11,29,9822,4,2,5168,0,172,43,4878,0,-1,0,0,-1,400,56.0,19704.0,81.73,81.84,-1,
 427803,-420,72,8182,-18,16,28,9821,-1,-1,5176,0,176,39,4878,0,-1,0,0,-1,400,56.0,19721.0,81.73,81.95,-1,
 427813,-394,64,8138,-18,15,26,9821,0,0,5168,4,179,54,4878,0,-1,0,0,-1,400,56.0,19738.0,81.61,81.95,-1,
 427843,-430,48,8134,-19,15,24,9821,-5,-1,5168,1,177,62,4878,0,-1,0,0,-1,400,56.0,19754.0,81.61,81.95,-1,
 427863,-386,44,8178,-16,12,25,9821,-2,-1,5160,1,178,78,4879,0,-1,0,0,-1,400,56.0,19770.0,81.61,81.84,-1,
 427873,-388,58,8164,-22,16,25,9822,0,2,5168,0,178,85,4878,0,-1,0,0,-1,400,56.0,19787.0,81.61,81.84,-1,
 427883,-406,68,8156,-14,16,21,9821,4,-1,5168,5,176,64,4878,0,-1,0,0,-1,400,56.0,19804.0,81.61,81.84,-1,
 427903,-444,52,8160,-20,16,25,9823,10,3,5184,4,181,53,4878,0,-1,0,0,-1,400,56.0,19821.0,81.61,81.84,-1,
 427933,-450,54,8178,-18,11,26,9821,2,-1,5168,3,182,55,4878,0,-1,0,0,-1,400,56.0,19837.0,81.73,81.84,-1,
 427943,-396,44,8142,-8,21,25,9822,4,-1,5168,2,178,62,4878,0,-1,0,0,-1,400,56.0,19853.0,81.73,81.73,-1,
 427953,-398,72,8168,-15,16,31,9821,-2,-1,5176,1,175,59,4878,0,-1,0,0,-1,400,56.0,19871.0,81.73,81.84,-1,
 427963,-426,76,8182,-16,13,27,9821,2,1,5160,9,175,50,4878,0,-1,0,0,-1,400,56.0,19887.0,81.84,81.84,-1,
 427973,-376,94,8150,-11,17,30,9821,0,-3,5160,4,176,51,4879,0,-1,0,0,-1,400,56.0,19904.0,81.84,81.73,-1,
 428013,-460,54,8174,-16,16,28,9822,-3,0,5160,7,180,56,4878,0,-1,0,0,-1,400,56.0,19920.0,81.84,81.84,-1,
 428023,-460,58,8148,-13,17,30,9822,1,0,5160,3,182,76,4878,0,-1,0,0,-1,400,56.0,19937.0,81.84,81.73,-1,
 428043,-440,36,8132,-17,10,29,9822,7,-2,5168,1,179,58,4878,0,-1,0,0,-1,400,56.0,19954.0,81.84,81.73,-1,
 428053,-466,0,8160,-19,20,24,9823,7,2,5176,7,179,69,4879,0,-1,0,0,-1,400,56.0,19970.0,81.84,81.73,-1,
 428073,-432,90,8114,-11,17,29,9823,3,-2,5160,2,185,78,4878,0,-1,0,0,-1,400,56.0,19987.0,81.84,81.73,-1,
 428083,-376,68,8140,-12,13,25,9822,3,0,5168,2,180,95,4878,0,-1,0,0,-1,400,56.0,20003.0,81.84,81.73,-1,
 428103,-390,40,8204,-17,16,25,9822,6,3,5176,7,179,109,4879,0,-1,0,0,-1,400,56.0,20020.0,81.84,81.73,-1,
 428123,-422,50,8146,-16,14,25,9822,1,1,5168,4,174,77,4878,0,-1,0,0,-1,400,56.0,20037.0,81.84,81.73,-1,
 428163,-414,62,8168,-16,12,23,9823,5,1,5168,4,178,55,4878,0,-1,0,0,-1,400,56.0,20069.0,81.84,81.73,-1,
 428173,-414,70,8166,-20,13,28,9822,0,-2,5168,2,177,76,4878,0,-1,0,0,-1,400,56.0,20087.0,81.84,81.73,-1,
 428193,-420,72,8160,-19,15,28,9821,-1,2,5168,2,183,78,4878,0,-1,0,0,-1,400,56.0,20103.0,81.84,81.73,-1,
 428213,-416,64,8158,-18,24,25,9822,1,0,5176,2,181,42,4878,0,-1,0,0,-1,400,56.0,20120.0,81.84,81.73,-1,
 428223,-438,54,8184,-18,11,27,9823,5,2,5168,3,183,43,4878,0,-1,0,0,-1,400,56.0,20136.0,81.84,81.73,-1,
 428243,-416,72,8168,-12,10,23,9822,1,2,5168,4,179,60,4879,0,-1,0,0,-1,400,56.0,20152.0,81.84,81.73,-1,
 428263,-392,76,8148,-20,16,28,9821,1,2,5168,4,181,61,4877,0,-1,0,0,-1,400,56.0,20170.0,81.73,81.95,-1,
 428273,-392,78,8176,-19,13,25,9822,5,1,5168,0,183,73,4878,0,-1,0,0,-1,400,56.0,20186.0,81.84,81.84,-1,
 428293,-408,44,8180,-11,14,29,9821,-2,1,5168,5,178,87,4878,0,-1,0,0,-1,400,56.0,20203.0,81.84,81.84,-1,
 428313,-442,32,8146,-16,12,29,9822,4,3,5176,3,179,79,4878,0,-1,0,0,-1,400,56.0,20219.0,81.84,81.84,-1,
 428323,-436,102,8160,-18,19,29,9822,7,2,5160,3,179,71,4877,0,-1,0,0,-1,400,56.0,20236.0,81.84,81.84,-1,
 428333,-430,42,8174,-14,15,27,9823,6,-1,5176,2,174,55,4879,0,-1,0,0,-1,400,56.0,20253.0,81.95,81.84,-1,
 428353,-384,48,8152,-16,11,31,9821,0,-1,5168,2,175,47,4878,0,-1,0,0,-1,400,56.0,20269.0,81.95,81.73,-1,
 428373,-404,46,8156,-20,22,26,9822,6,-4,5160,0,182,115,4878,0,-1,0,0,-1,400,56.0,20286.0,81.95,81.73,-1,
 428393,-430,50,8182,-20,21,23,9822,1,-2,5168,0,187,140,4878,0,-1,0,0,-1,400,56.0,20303.0,81.84,81.73,-1,
 428413,-406,58,8164,-11,22,26,9821,-1,2,5168,8,184,92,4878,0,-1,0,0,-1,400,56.0,20319.0,81.84,81.84,-1,
 428433,-450,80,8208,-16,15,25,9822,5,-5,5168,2,181,35,4878,0,-1,0,0,-1,400,56.0,20336.0,81.95,81.84,-1,
 428453,-442,82,8164,-18,15,24,9822,4,0,5168,2,179,31,4878,0,-1,0,0,-1,400,56.0,20368.0,81.95,81.73,-1,
 428473,-384,64,8172,-18,14,27,9822,1,4,5160,2,178,37,4878,0,-1,0,0,-1,400,56.0,20386.0,81.95,81.73,-1,
 428483,-386,48,8144,-12,15,25,9821,-3,-2,5176,4,181,39,4878,0,-1,0,0,-1,400,56.0,20402.0,81.95,81.73,-1,
 428493,-410,70,8172,-19,16,26,9821,2,0,5168,4,182,46,4878,0,-1,0,0,-1,400,56.0,20419.0,81.95,81.61,-1,
 428513,-906,238,8722,-8,7,28,9822,2,0,5168,8,178,44,4878,0,-1,0,0,-1,400,56.0,20452.0,81.84,81.5,-1,
 428563,-372,30,8188,-19,17,26,9822,6,2,5176,4,182,30,4878,0,-1,0,0,-1,400,56.0,20469.0,81.84,81.5,-1,
 428573,-274,84,8214,-12,21,27,9822,-1,-6,5168,4,180,36,4878,0,-1,0,0,-1,400,56.0,20485.0,81.84,81.5,-1,
 428593,-376,22,8090,-15,17,26,9821,0,0,5168,4,175,64,4878,0,-1,0,0,-1,400,56.0,20502.0,81.84,81.5,-1,
 428603,-482,80,8140,-14,13,28,9823,9,4,5160,4,176,59,4878,0,-1,0,0,-1,400,56.0,20518.0,81.84,81.5,-1,
 428623,-460,82,8222,-16,12,23,9821,1,2,5168,4,175,75,4878,0,-1,0,0,-1,400,56.0,20535.0,81.84,81.39,-1,
 428643,-412,54,8180,-12,8,30,9821,-4,0,5168,2,178,59,4878,0,-1,0,0,-1,400,56.0,20552.0,81.84,81.39,-1,
 428663,-350,32,8086,-18,15,25,9821,-5,0,5168,1,185,62,4878,0,-1,0,0,-1,400,56.0,20568.0,81.84,81.5,-1,
 428673,-392,60,8172,-16,13,26,9821,-7,-2,5168,4,180,79,4878,0,-1,0,0,-1,400,56.0,20585.0,81.84,81.5,-1,
 428693,-380,52,8182,-19,17,26,9822,3,2,5168,0,179,100,4878,0,-1,0,0,-1,400,56.0,20602.0,81.84,81.5,-1,
 428713,-438,70,8094,-13,19,21,9823,7,0,5184,2,182,73,4878,0,-1,0,0,-1,400,56.0,20618.0,81.84,81.61,-1,
 428723,-482,6,8016,-17,11,24,9821,5,-1,5160,0,176,73,4878,0,-1,0,0,-1,400,56.0,20635.0,81.84,81.61,-1,
 428743,-490,64,8160,-14,7,28,9822,3,-3,5168,0,180,96,4878,0,-1,0,0,-1,400,56.0,20651.0,81.84,81.61,-1,
 428763,-316,68,8250,-18,19,22,9821,0,1,5168,2,177,98,4879,0,-1,0,0,-1,400,56.0,20667.0,81.84,81.73,-1,
 428793,-414,58,8180,-18,20,26,9821,-5,-1,5168,2,181,56,4878,0,-1,0,0,-1,400,56.0,20718.0,81.95,81.73,-1,
 428823,-446,48,8152,-19,14,28,9822,7,1,5168,0,178,92,4878,0,-1,0,0,-1,400,56.0,20734.0,81.95,81.73,-1,
 428843,-450,80,8160,-14,15,27,9822,-5,2,5168,-1,182,128,4878,0,-1,0,0,-1,400,56.0,20751.0,81.95,81.73,-1,
 428853,-462,64,8180,-14,13,28,9822,0,-2,5168,0,182,97,4878,0,-1,0,0,-1,400,56.0,20768.0,81.95,81.61,-1,
 428873,-422,64,8170,-21,17,25,9821,0,1,5168,4,188,79,4878,0,-1,0,0,-1,400,56.0,20784.0,81.95,81.61,-1,
 428893,-406,38,8160,-19,12,28,9821,0,-2,5168,3,177,54,4878,0,-1,0,0,-1,400,56.0,20801.0,81.95,81.73,-1,
 428903,-408,76,8140,-15,15,30,9822,-1,1,5168,3,176,45,4878,0,-1,0,0,-1,400,56.0,20817.0,81.95,81.73,-1,
 428913,-404,96,8164,-11,17,25,9821,0,-1,5176,5,180,71,4878,0,-1,0,0,-1,400,56.0,20834.0,81.84,81.73,-1,
 428943,-410,76,8168,-11,8,28,9822,3,-1,5168,5,171,29,4878,0,-1,0,0,-1,400,56.0,20851.0,81.95,81.84,-1,
 428963,-418,76,8098,-17,17,28,9821,-7,2,5176,6,179,49,4878,0,-1,0,0,-1,400,56.0,20867.0,81.95,81.95,-1,
 428973,424,224,7504,-4,41,17,9821,1,2,5168,1,180,57,4878,0,-1,0,0,-1,400,56.0,20884.0,81.95,81.84,-1,
 428993,-524,12,8182,-12,17,25,9821,-2,6,5168,5,179,57,4877,0,-1,0,0,-1,400,56.0,20901.0,81.95,81.84,-1,
 429013,-418,66,8000,-22,15,27,9821,-3,0,5176,2,181,48,4877,0,-1,0,0,-1,400,56.0,20917.0,81.95,81.73,-1,
 429023,-390,80,8240,-19,6,23,9820,-10,0,5168,1,179,30,4878,0,-1,0,0,-1,400,56.0,20934.0,81.95,81.61,-1,
 429033,-356,38,7980,-13,11,26,9822,3,2,5168,2,173,34,4878,0,-1,0,0,-1,400,56.0,20950.0,81.95,81.61,-1,
 429053,-352,64,8234,-16,10,25,9821,-1,-2,5168,4,173,44,4878,0,-1,0,0,-1,400,56.0,20966.0,81.95,81.61,-1,
